,species_name,phylo_level,parent,F12246,F12247,F12248,F12249,F12250,F12252,F12253,F12254,F12255,F12257,F12260,F12261,F12262,F12263,F12265,F12266,F12268,F12269,F12270,F12271,F12272,F12273,F12276,F12277,F12278,F12279,F12280,F12281,F12284,F12285,F12286,F12287,F12289,F12292,F12293,F12294,F12295,F12296,F12300,F12301,F12303,F12304,F12307,F12308,F12310,F12311,F12312,F12315,F12316,F12317,F12318,F12320,F12321,F12323,F12324,F12326,F12327,F12328,F12329,F12331,F12332,F12333,F12339
2576891,Nibricoccus aquaticus,S,2576890,,,105.0,,,,,,,,,,,,,,,,,,,,109.0,250.0,332.0,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,
292,Burkholderia cepacia,S,87882,,,,,,,,,,,,,,,,,,,,,1156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712528,Selenomonas sp. oral taxon 126,S,2637378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884263,Selenomonas sp. oral taxon 920,S,2637378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675635,Pseudonocardia dioxanivorans CB1190,S1,240495,,,,,,,,,,,,,,,,,,,,1113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561230,Pectobacterium carotovorum subsp. carotovorum PC1,S2,555,,,,,,,,,,,,,,,,,,,,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,
337330,Lactobacillus plantarum subsp. plantarum,S1,1590,,,,,,,,,,,,,,,,,,1092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137545,Serratia quinivorans,S,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.0,,
360911,Exiguobacterium sp. AT1b,S,2644629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.0,,,,,,,,,,,250.0,,,153.0,,,,,,,,,,,,,,
86664,Bacillus flexus,S,1386,,,,,,,,,,,,,,,,,,,,1066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229756,Leuconostoc gelidum JB7,S1,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,,,,,,,,,,252.0,,,509.0,
495,Neisseria elongata,S,482,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,,,,,
1461582,Jeotgalicoccus saudimassiliensis,S,227979,,,,,,,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,286.0,,,,,,,,,,,,,,261.0,,,,,,107.0,,,241.0,,,,,
375175,Lactobacillus backii,S,1578,,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879243,Porphyromonas asaccharolytica DSM 20707,S1,28123,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,185.0,,,181.0,,217.0,,,,,151.0,,,,,,,,,,,,,,,146.0,,,,,,,,
2303331,Solimonas sp. K1W22B-7,S,2637139,,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,118.0,151.0,,,124.0,154.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,Enterococcus faecium,S,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0,,,,,,,,,,,,146.0,,,,,,,,229.0,,,,,141.0,,,,,,,,
1550579,Mucilaginibacter gotjawali,S,423349,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349767,Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628,S1,55508,,,,,,,,,,,,,,,,,,,,,,,,,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53399,Hyphomicrobium denitrificans,S,81,,,,,,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146883,Blastococcus saxobsidens DD2,S1,138336,,,,,,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.0,,
90245,Oligella urethralis,S,90243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,253.0,,349.0,,,,,,,,184.0,,,
2080740,Corynebacterium sp. 2183,S,2624378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743525,Thermus scotoductus SA-01,S1,37636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39488,Anaerobutyricum hallii,S,2569097,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712411,Olsenella sp. oral taxon 807,S,2638792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,,,,,,,,,377.0,,,,,,,,,,,,,
123899,Bordetella trematum,S,517,,,,,,,,,,,,,,,,,,,,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Lactobacillus animalis,S,1578,,,,,,,,,,,,,,,,,,,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940610,Phreatobacter stygius,S,1632780,,,,,,,,,,,,108.0,,,,,,,,144.0,,,,,,,,,,178.0,,,,115.0,,,,,,,159.0,,,,,,,,,,,166.0,,,,,,,,,,,
595494,Tolumonas auensis DSM 9187,S1,43948,,,,,,,,,,,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Bacteroides thetaiotaomicron,S,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036206,Suicoccus acidiformans,S,2689587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.0,,
526227,Meiothermus silvanus DSM 9946,S1,52022,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,314.0,,,233.0,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,
2052837,Neisseriaceae bacterium DSM 100970,S,421605,,,,,,,,,,,,,,,,,,,,821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112204,Gordonia polyisoprenivorans VH2,S1,84595,,,,,,,,,,,,,,,,,,,,189.0,,,,,,,,,,135.0,183.0,,,118.0,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,
1377,Aerococcus viridans,S,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,147.0,,,,,,,,,,,,,,,,,,,,151.0,,,,,,239.0,,,,,,
420662,Methylibium petroleiphilum PM1,S1,105560,,,,,,,132.0,,,,,,,,,,,,,121.0,,116.0,,,,,,,,,,,,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269798,Cytophaga hutchinsonii ATCC 33406,S1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0,,,,125.0,,,,,,,,,,,,,,,139.0,,,,,,,,,,,
1379870,Spirosoma radiotolerans,S,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,
745776,Deinococcus gobiensis I-0,S1,502394,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Chryseobacterium balustinum,S,59732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0,,,,,,,,,,,,,,,,
1351,Enterococcus faecalis,S,1350,,,,,,523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,
1069534,Lactobacillus ruminis ATCC 27782,S1,1623,,,,,,,,,,,,,,,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493677,Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,S,325217,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226968,Azospirillum humicireducens,S,191,,,,,,,,,,,,,,,,,,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023772,Paenibacillus sp. RUD330,S,185978,,,,,,,,,,281.0,,,,,,,,,,,,,,,,,,,,,,,332.0,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,
1903694,Oceanisphaera avium,S,225143,,,,,,,,,,,,,,,,,,,,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591463,Brevundimonas sp. M20,S,2622653,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438753,Azorhizobium caulinodans ORS 571,S1,7,,,,,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,192.0,,,,,,,,,,,,,,,,174.0,,,164.0,,,,,,,,,,
649638,Truepera radiovictrix DSM 17093,S1,332249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,286.0,,
2026199,Paraburkholderia aromaticivorans,S,1822464,,,,,,,,,,,,,,,,,,,,,,,,,,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213810,Ruminococcus champanellensis 18P13 = JCM 17042,S1,1161942,,,,,,,,,,,,,,,,,,301.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230341,Salimicrobium jeotgali,S,351195,,,,,,,,,,,,,,,,,,,,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536231,Roseburia intestinalis L1-82,S1,166486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,,
2060312,Altererythrobacter sp. B11,S,2614945,,,,,,,,,,,,,,,,,,,,157.0,,,,,131.0,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,223.0,,,,,,,
879274,Shinella sp. HZN7,S,2643062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,,,,187.0,,,208.0,,,,,,,,
109790,Lactobacillus jensenii,S,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.0
32002,Achromobacter denitrificans,S,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,,,,,,,,,,,,,
1883416,Halomonas sp. 1513,S,2609666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56947,Choristoneura fumiferana granulovirus,S,558017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,160.0,,,,,271.0,,,,,,,,
1758194,Achromobacter sp. AONIH1,S,2626865,,,,,,,,,,,,,,,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266940,Kineococcus radiotolerans SRS30216 = ATCC BAA-149,S1,131568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172042,Rothia aeria,S,32207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,,,,,,,,,,,,,
388413,Algoriphagus machipongonensis,S,246875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34061,Moraxella cuniculi,S,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,,,
374606,Aminobacter sp. MSH1,S,2644704,,,,,,,,,,,,,,,,,,,,,,,,,186.0,,,,,205.0,,,,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701042,Mycobacterium marseillense,S,120793,,,,,,,,,,,,,,,,,,,,,,604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Hydrogenophilus thermoluteolus,S,70774,,,,,112.0,,,,,,,,,,,,,,,,,,,,,110.0,,125.0,,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471857,Saccharomonospora viridis DSM 43017,S1,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.0,,
2493671,Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,S,325217,,,,,,,,,,,,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357804,Psychromonas ingrahamii 37,S1,357794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,,
717960,Faecalitalea cylindroides T2-87,S1,39483,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,
115561,Halomonas hydrothermalis,S,2745,,,,,,,,,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,
216816,Bifidobacterium longum,S,1678,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471761,Novibacillus thermophilus,S,1677050,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,,
1245469,Bradyrhizobium oligotrophicum S58,S1,44255,,,,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Mycolicibacterium smegmatis,S,1866885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.0,,,,,,,,,,
292913,Sphingopyxis sp. 113P3,S,2614943,,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852374,Ezakiella massiliensis,S,1582879,,,,,,,,,,,,,,,,,,,,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,
1423720,Lactobacillus alimentarius DSM 20249,S1,1602,,,,,,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236518,Prevotella scopos JCM 17725,S1,589437,,,,,,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315862,Paraflavitalea soli,S,2698688,,,,,,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Pectobacterium carotovorum,S,122277,,,,,,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131110,Schaalia radingae,S,2529408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763057,Mesorhizobium huakuii 7653R,S1,28104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47678,Bacteroides caccae,S,816,,,,,,,,,,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53458,Janibacter limosus,S,53457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,338.0,,,,,,,,,,,,,
983917,Rubrivivax gelatinosus IL144,S1,28068,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,220.0,,,,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072503,Actinoalloteichus sp. AHMU CJ021,S,2644606,,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173027,Microcoleus sp. PCC 7113,S,2642155,,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,199.0,,
2502779,Flavisolibacter sp. 17J28-1,S,2639558,,,,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547601,Porphyrobacter sp. YT40,S,2683265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33964,Leuconostoc citreum,S,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208596,Carnobacterium sp. 17-4,S,257487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0,,
84292,Microbacterium chocolatum,S,33882,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Bradyrhizobium sp.,S,2631580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,
94122,Shewanella sp. ANA-3,S,196818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,192.0,,,,,,,,,
1712675,Turicibacter sp. H121,S,2638206,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,181.0,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,
1219375,Xanthomonas cassavae CFBP 4642,S1,56450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,
561879,Bacillus safensis,S,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0,,,,,,,,
2080419,Deinococcus sp. NW-56,S,2623546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144175,Megasphaera stantonii,S,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314275,Alteromonas mediterranea,S,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,152.0,,,,,,,,152.0
187101,Sneathia amnii,S,168808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933220,Sphingobacterium sp. B29,S,2609468,,,,,,,,,,,,,,,,,,,,,,218.0,,,,,,,,,,,,,,,,229.0,,,,,,,,,,,,,,,,,,,,,,,,,
2564099,Ruminococcus sp. JE7A12,S,2608920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,112.0,108.0,,,,,,,,,,,,
1855912,Luteitalea pratensis,S,2004797,,,,,,,,,,,,,,,,,,,,109.0,,,183.0,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713030,Selenomonas sp. oral taxon 136,S,2637378,,,,,,,,,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636152,Planctomyces sp. SH-PL62,S,2648843,,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200984,Streptomyces lividans 1326,S1,1916,,108.0,,,108.0,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,
2202148,Azospirillum sp. CFH 70021,S,2630922,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Vibrio cholerae,S,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,,,,,,,,,,,,,
1637999,Verrucomicrobia bacterium IMCC26134,S,417295,,,,,,,,,,,,,,,,,,,,185.0,,,,105.0,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,Aerococcus urinae,S,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684552,Agrococcus carbonis,S,46352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319224,Shewanella putrefaciens CN-32,S1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,,,,,,,,
1849491,Auricoccus indicus,S,2005363,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,
980427,Deinococcus wulumuqiensis,S,1298,,,,,,,,,,,,,,,,,,,,,,,,,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64104,Bacillus pseudomycoides,S,86661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,180.0,,,,,,,,,,,,,,,,,,,,,,
395495,Leptothrix cholodnii SP-6,S1,34029,,,,,,,,,,,,,,,,,,,,110.0,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,,
979556,Microbacterium testaceum StLB037,S1,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0,,,,,,,
72000,Kocuria rhizophila,S,57493,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Bacillus thuringiensis,S,86661,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234679,Carnobacterium maltaromaticum LMA28,S1,2751,,,,,,,,,,,,,,,,,,,,259.0,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856793,Micavibrio aeruginosavorus ARL-13,S1,349221,,,,,,,,,,,,,,,,,,,,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482728,Pedobacter sp. G11,S,2628915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0,,,,
901,Desulfovibrio piger,S,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765952,Parachlamydia acanthamoebae UV-7,S1,83552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861299,Gemmatirosa kalamazoonesis,S,1706036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0,,,,,,,,,
2545632,Rheinheimera sp. D18,S,115860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94624,Bordetella petrii,S,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,,,,,,,,
33040,Streptococcus milleri,S,1301,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184267,Bdellovibrio exovorus JSS,S1,453816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,
661478,Fimbriimonas ginsengisoli Gsoil 348,S1,1005039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,
2109692,Erysipelotrichaceae bacterium GAM147,S,544447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,
1969806,Acidibrevibacterium fodinaquatile,S,2603324,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704307,Candidatus Xiphinematobacter sp. Idaho Grape,S,2648876,,,,,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Sorangium cellulosum,S,39643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,,,,
1511891,Adeno-associated dependoparvovirus A,S,10803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,,
1136941,Gordonia phthalatica,S,2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,152.0,,,
1173026,Gloeocapsa sp. PCC 7428,S,2623012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,,
452637,Opitutus terrae PB90-1,S1,107709,,,,,,,,,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384484,Adlercreutzia equolifaciens DSM 19450,S1,446660,,,,,,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171284,Mycoplasma cynos,S,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,141.0,,,,,,
1246955,Mycoplasma cynos C142,S1,171284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,,,114.0,,,,,,,,
525909,Acidimicrobium ferrooxidans DSM 10331,S1,53635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443156,Phycicoccus dokdonensis,S,367298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,,
1903686,Jeotgalibaca sp. PTS2502,S,2621505,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,
